Gene_Symbol,Gene_Length
C9orf131,4886
RMND5B,17451
ILKAP,33281
GCNT4,3435
ULK1,28428
RNGTT,353359
LDLR,44467
NPM3,2088
PAQR3,21488
VHL,12035
ORAOV1,9833
ARHGAP4,18884
NEK6,94834
AIMP2,14583
RASIP1,20128
NIT2,20916
RASGRF2,269473
FHOD1,18133
LOC100131096,4397
CP,59635
ITGB8,84657
CKB,3201
FAM221A,22520
HIATL1,86369
SNHG9,508
CDRT4,31593
P2RY13,3241
MIR4999,90
TREM1,11458
MMAA,40647
OXLD1,1552
ADK,558118
ALDH6A1,24324
F2R,19727
C2CD2,68780
MANBAL,27612
TLR9,5083
RNF215,8499
BBC3,11944
HECTD2,104424
SEMA4F,29626
C21orf33,12111
COL6A6,116710
TAPT1-AS1,31524
HRAS,3308
MORN4,19603
VGLL4,164676
TAOK2,18394
CLIC2,58486
ARMC4,186880
ANKRD13B,21252
NEURL1B,50257
ENG,39756
GCC1,4972
CLASP1,311700
AIG1,279418
KDM5A,109397
NUPL1,40895
MYO9A,292079
CACYBP,12592
SEL1L3,115561
CYB5A,38724
LACTB2,31946
YWHAE,55722
ITGB3,58869
SNORA4,136
ZNF184,22376
PARP14,50015
LOC100996455,2599
PPP1R3E,6945
EIF2B1,12753
CEMP1,1373
GNAI2,23139
TMEM237,23345
TUG1,9746
PSMC5,4617
C6orf226,551
TCFL5,20648
ZNF85,27444
N4BP2,101348
ZNF841,31299
TTC36,3530
MLH3,37768
EDEM3,64416
SNX19,40616
SHISA2,6463
CLHC1,60012
DNAJC24,63005
MRPL21,12557
DNASE1,5156
ZNF559,20073
CD320,6229
GPR126,144347
PANX2,9564
LOC401321,4638
PITPNM2,126948
NOTCH2NL,76801
ZNF749,10498
MYB,37858
TRAPPC13,41396
PDIA6,29443
EFCAB14,43905
WDR83,9028
MRPS17,3422
CDCP1,64145
SPTBN2,36150
TAGLN2,7381
PET117,5313
DSTN,38053
SLC39A8,94457
APBB1,24289
INPP4B,818422
TRPC4AP,90411
DAP,82045
KLF3,37339
ZFYVE1,57761
PIP5K1C,70298
ZW10,40580
RNF32,36467
HP1BP3,44010
TRMT13,17348
DDX11,30946
CYBB,33444
ARMCX4,117724
EPCAM,17880
GFI1B,12986
ZNF304,8620
PDCD1,9025
MICA,15529
SIPA1,12813
CSF3R,17271
RFTN2,105057
TEN1,21369
USP4,62959
CDYL,249385
EMC1,35895
SKIL,39164
FRRS1,57090
HNRNPA1L2,26314
USO1,85537
PRR7,9491
MGEA5,34022
SYNGAP1,33619
ICT1,8576
IL10RB,30874
TNNI2,2677
C16orf59,4849
CREBZF,7574
ISG20,16840
NRIP1,103570
PPIP5K1,56791
MIER1,63724
PMS1,93544
TTC12,51863
ZNF606,26273
ORMDL1,14104
TM7SF2,4366
ATL1,99984
THUMPD3,23758
TTC14,9000
ALDH18A1,50881
FAM66C,20791
TXN2,14594
LOC401127,1648
UBASH3A,43819
OAZ2,15689
UBAP2,127256
OTUB2,22552
FAM108C1,60310
DLGAP3,39947
SCAF11,71487
HTRA2,4151
PRPF19,16041
ENPEP,87264
SERINC5,144848
CTBS,21359
SCD5,169320
FLII,14099
HSCB,15453
EIF1AX,17330
SLC39A3,7551
NAT14,2378
RAB1A,43447
SLC2A3,17068
MTHFR,20373
UBE2Q1,10069
MRPL49,5186
LTV1,20435
KIF1C,30451
TMEM151B,8702
KPTN,9121
PRDX3,11130
EMC10,6872
PPP4R1,67816
PCDHGC3,36977
NTMT1,9444
ODF3B,2170
PIGT,10178
SEC61A2,40317
PAK4,53626
NME9,68449
GUCY1A3,70352
PMF1,27089
FKBP3,18930
ABHD14A-ACY1,14176
DSE,158159
NDUFV3,16395
PLCD4,29421
RPAIN,13379
EID1,2090
BRIP1,184373
PTK7,85452
FAM98A,15633
NDC80,45124
IQGAP3,47199
FUNDC2P2,1518
LOC284385,13380
PCDHA12,136998
AP5S1,4783
MTRNR2L2,1035
M1AP,90154
MAPK12,8758
HIRIP3,3775
ABCA13,476034
C7orf72,63170
BIRC2,31488
NAF1,40213
SLC35B2,3445
SNORD83B,92
MED14,86009
GRB10,203399
RBMXL1,13504
ZNF174,8174
CYP1B1,8577
TMEM43,18740
FAM45A,33612
ANKLE1,6000
SARM1,29078
RPLP0,4511
ADPGK,32418
MORC2,41587
ARHGEF10,134658
RC3H1,61858
HSBP1,5099
LY9,32181
KNTC1,99138
C9orf40,6303
KCNA6,41936
DMTF1,43971
EPS15L1,116768
COL14A1,246926
RNF43,63893
LRRC58,24610
LRRC23,9509
METRNL,15024
ZDHHC5,33185
ANKRD49,5591
RNFT2,115340
MLST8,4240
GTF2H2,32546
TIGD3,2800
DYNLRB1,24558
VKORC1L1,81543
TIMM8B,1983
ATP13A3,65565
FNTB,75863
PRDX4,18869
SUMO1P1,1208
PIP5K1A,50986
DND1,2790
OGFOD1,25983
CORT,2284
ADAMTS10,30462
SYCE1L,13627
MOB4,38128
RNF103,20484
HILPDA,2588
IQGAP1,114002
ZNF713,28102
LGALS1,4196
PRR24,1321
STX10,6316
TREX2,1767
S100A9,3173
TMEM246,11867
ANXA2R,1265
LMF1,127683
LRG1,2809
NLRC4,41294
C11orf48,8952
SSX2IP,46850
CLDND1,7593
KXD1,11625
KREMEN1,95255
FCRL1,25746
MICAL2,153193
ORC4,91207
LOC100130015,8022
Mar-06,86749
POLR2G,5176
SLC16A3,11093
BNIP3,14231
VAT1,7837
PNPT1,59847
FAM114A2,47228
SLFNL1,6158
IPO9,55134
ZNF32-AS2,2077
ZMAT3,54645
ACAT2,17098
ZNF322,25369
SMIM7,14009
ZNF43,47119
PTPLAD1,47866
MDK,3053
PCYT1B,114775
ZBTB41,46858
PRDM9,20982
PDZD11,3587
NOSIP,25104
ZFC3H1,54370
SKP1,20642
ANXA5,28995
NCOR2,243053
COPB1,42392
PAPLN,37142
MAP3K14-AS1,20694
NR1H2,6605
MALAT1,8706
CELF1,87303
DCTN6,27342
DDX42,45110
MAFF,14578
HNRNPC,60342
PREPL,44253
CDH3,54806
RPL34,9917
MYO19,39706
PTGIR,4629
CHMP4A,4249
C21orf67,6629
MRPS18A,16615
TXNIP,4166
EIF4E3,75484
RAD51C,41729
FBXO38,58901
TOX2,154762
NCF1B,15305
DGCR6,5865
USP11,15413
SPEF2,196724
PAWR,99045
KLHL25,35630
ZNF782,37116
CLEC14A,2370
RNMT,37850
EDEM2,32001
DKK1,3376
ADD1,86218
FDX1L,5800
MS4A7,17468
NFATC1,133551
ZNF549,13551
C20orf197,17028
FYN,213120
MED18,6965
MYLPF,3187
IARS,83548
IRAK3,65416
ZNF559-ZNF177,58391
ZCCHC17,67938
EBLN2,1661
PSMD4,12757
BCO2,43441
CREM,86117
STK38L,81812
DNAAF1,32659
GUF1,22264
PREP,125557
P2RX5,23176
RAD17,45506
SNORD116-26,97
DMRTA1,5632
AGMAT,13411
VCPIP1,36964
VANGL1,56271
CPSF6,34821
PPIL2,31929
PSIMCT-1,834
AZI2,26774
TARP,14004
SRGAP2,121583
ELAVL1,47072
ESRRA,11166
ZNF837,13399
C4orf32,43684
ANKRD13A,40000
TMOD2,64800
ATRX,281363
STOM,31316
BTAF1,106344
ALDH9A1,36451
RPS2P32,1024
DNAAF2,10056
HIGD2A,967
JAK1,133281
SCAMP1,120223
CYP39A1,103078
SMS,54264
CNOT6L,106003
AKNAD1,42344
JARID2,276067
CFLAR,56534
RTFDC1,50295
CCDC78,3891
LOC100506548,3879
MYO1C,28521
FGD2,23422
RABGGTA,6089
LOXL1-AS1,10780
KCNA5,2869
COX14,8476
NDUFAF1,15111
ALDOC,3818
IHH,6096
TRIP4,67499
MYD88,4543
GREM2,122589
TRIM52,4733
INO80E,9581
THBD,4031
GOLGB1,86568
SGK1,148812
MCCC1,84359
DIAPH3,498398
SIGLEC16,6164
ELANE,3955
CDC14B,119717
RNF182,55563
CDH6,135491
TRAPPC3,19484
ANAPC11,8764
GTF2IRD1,148800
PHLDB3,29730
CCDC130,15353
WDR46,10424
CPT1B,9806
NUP35,37325
GPR141,917
DCAF5,102277
ABR,183858
C2orf42,41134
HARBI1,13921
ALG10,6020
CTR9,28479
DFNB31,103376
ZBTB39,7680
GRK6,16163
RARS,32846
TNFRSF1B,42217
EP400,130546
LOC220729,13854
S1PR2,9839
EPS8L2,21607
HMBOX1,162331
PRKCA,507936
CHD2,127686
ERN1,87112
SLC25A25,41058
ESD,25976
OAZ3,8361
RAB11FIP5,39636
HNRNPA2B1,10857
TOB2P1,3591
THAP9,19447
SPTLC2,110770
HLA-DMB,6441
NAIF1,6087
LOC100505876,8251
TONSL,15649
KRI1,12941
NDUFAF4,8580
GOLPH3L,50971
GGA3,25750
MS4A8B,16238
GRIPAP1,28541
RBM41,56939
PDP1,9213
LINC00094,6158
PYROXD1,33644
TTI1,50410
FNDC3B,361074
MMS19,40285
ERGIC3,15627
LINC00263,14778
HLA-E,4799
SLC27A5,13732
GRB14,129037
HIST1H2AL,469
ZNF513,3513
TMBIM6,23424
SH3RF3-AS1,2791
NRSN2,8142
TTC7A,134962
TMEM115,4759
ELK4,24929
UBAP1,73518
ADI1,21660
ABHD16A,16411
TBC1D15,87142
MYCBPAP,23117
HR,16633
PYCR1,4701
NOA1,14310
FAM175B,34885
KLHL15,43470
FARSA,11274
ZBTB4,24883
EP300,87467
MYADM,10078
ZCCHC14,85608
SERP1,4648
EPRS,78058
VPS33A,34974
SF3B14,8860
UFC1,5112
ZNF773,8201
CACNA1B,246835
DHRS4L2,36534
RNF144A-AS1,6406
FTH1,3375
PPP5C,43981
PIF1,10005
EXPH5,88216
DACT1,14252
CLIP4,68371
DGCR6L,5867
AKAP11,51114
TUBE1,16891
TGDS,22203
RNU4ATAC,129
PLCH2,29210
ZNF845,21120
ZBTB43,33202
COQ10A,4108
FGR,22926
ATP2A2,69865
EEF1D,17978
LMO7,239436
TMEM60,4702
HMGCR,24933
CDAN1,13657
TSC22D1,144422
CCNE2,15029
TPSB2,1849
TTC39C,142837
COPG1,28163
CASC3,31924
HCFC1R1,1661
LRRC34,19358
PLVAP,25873
KIAA0753,62602
ZNF331,59346
EGR1,3823
GPRASP1,7716
PURA,5293
PPAP2B,84838
DOT1L,68429
RNF123,32012
LRRC16B,17731
LOC399815,19081
ZMAT1,49779
UBE2W,98813
S100A1,3640
REC8,8229
PCGF1,2651
ERAP1,53334
TBC1D16,103515
LOC728989,23704
RANBP9,90066
COPRS,7442
DNAJC3,117850
GTF3C2,31185
YEATS2,114807
MEF2BNB,15687
NR1D2,35358
PTGES3L,12440
PIK3C2A,83230
ACAD10,71054
AEBP1,10199
MAPKAPK3,37435
PRKAB2,17444
SLC25A43,55179
WHAMMP3,20628
PPP1R26,9091
NANOS1,4626
GPANK1,5054
CPVL,150906
PIM3,3577
C12orf52,6564
SALL2,16105
E2F1,10918
UFSP2,26445
LOC100289341,1871
RABIF,10975
DPEP3,4886
KIAA0430,48797
BEX2,1700
TAF2,102060
C16orf74,43565
KBTBD7,2991
CD44,93532
KIAA1875,10589
FAM13A,331241
C12orf49,22247
FHL2,77947
C1RL-AS1,13543
PLXNB2,32593
ZNF24,12248
KIF4B,4425
APOLD1,65548
SEC23B,53871
SBDSP1,8026
BCCIP,30160
WBP5,2017
ZNF132,7408
BFSP1,65055
WSB1,19539
MPP6,114413
FAM179B,112218
SUCO,78713
PLEKHA3,24583
NOP16,4823
PNPLA8,57739
PAK1,152048
PPP1R21,74623
WASH7P,15008
DPY19L1P1,138227
ASZ1,64301
GALK2,174026
VAC14,113719
DAPP1,53365
TRDN,420754
AMER1,20627
TPR,63671
SFT2D2,16833
SYF2,10246
THOC6,3724
TIGD6,8044
MAGOHB,9844
ZNF346,44048
SNORD15B,145
CCNK,30113
FCER1G,3951
COMMD7,41321
CROCCP2,12650
ZSCAN26,11192
TTC30B,2643
HNRPLL,39850
CYP51A1,22596
FAM117B,134579
LRRC8D,115416
PLIN2,11845
TMEM44-AS1,6564
NCKAP5L,37279
SNORD45A,83
LRP8,85780
XPA,22500
PKHD1,472278
RPS11,3347
ASF1B,17119
ERICH1,67026
CALCOCO1,16405
NGDN,8504
NOTCH1,51342
FLRT1,15283
KCTD4,8187
RSL1D1,17387
GTF2F2,163608
SYT11,25730
TMEM106A,7695
LOC100287177,1187
KDM4A,55392
SVIP,7784
SDPR,12974
SLC28A3,92648
TCEB3,18693
ZNF321P,15459
FAM188B,120969
TRAPPC6B,22619
SIT1,1650
LOC153684,3134
SHC1,12185
TPMT,26829
MAML2,364904
STAT6,16009
MRPL55,2633
LENG1,4067
MED13,122677
RRM2,8851
IL18,20866
PABPN1,5997
DNAH17,153698
PPP1R11,3176
CD19,7408
CERS6,318885
PPAPDC3,19568
TSSC4,1583
RNF168,34982
UBL5,2241
SAPCD2,8449
CDK9,4747
LOC115110,2925
POM121,72043
FAM149B1,74062
GDPD1,55502
SCAP,62261
CHST1,17967
TAF5L,32928
PNPLA6,27615
TBC1D25,22922
RSRC2,22370
NTRK1,66100
CTNNA1,181616
RIT1,13594
BAMBI,5444
FKBPL,1583
RPL19,4444
KAT7,40477
DIEXF,29598
MST1P2,4846
MAML3,437687
LOC100131067,64004
CALR,5890
DLG1,256016
ZNF296,4930
EIF1B-AS1,136551
TMEM106B,26042
MMEL1,42400
SMURF1,116685
CDC42SE1,8678
HBB,1605
HOXA-AS3,15564
NUP93,114844
NDUFB2-AS1,1741
GPBAR1,2844
LOC400752,1709
OGFRL1,13496
ANO3,331158
WDR62,50229
TOR1AIP1,38035
DNAH14,469640
ARL10,8001
PAR5,3372
XRCC5,96996
RIC8A,6580
TTPAL,18718
RASL10B,11861
ZCCHC6,66754
ORC2,53530
TOP2B,66467
BYSL,11819
SPSB4,96710
GAA,18324
AP3S2,63786
AGPAT4,144050
MICU1,258865
TMEM259,11491
SLC29A1,14646
LOC728024,1490
ZNF577,32173
BBS10,3956
VSIG10,40412
ZNF426,10622
MRPS31,41915
ZNF500,16351
PSMD12,26102
SUV39H2,25522
NOL11,26205
DIS3L2,382385
DUSP19,21435
SLC23A1,16154
CRYBG3,122946
TLK1,240491
SAMD10,5529
MKRN1,26529
ZNF761,26288
ZNF267,43550
SEC31A,72605
CBWD1,58037
CDHR5,8502
ACTB,3453
IDUA,17532
TMEM165,30262
FKBP8,11815
TESK2,147285
PDE4DIP,224762
RGS9BP,2893
TRAIP,27964
NDST2,9920
GJA4,2749
EBAG9,25462
ZSCAN18,34584
CHST13,19003
GNL2,29173
RAB8B,78245
TBC1D4,197441
ATP6V1G2-DDX39B,16629
SLC44A1,146753
CWC15,10989
TBC1D7,23603
ARHGEF18,77372
RPS18,4429
ZZEF1,138514
CFH,95626
ACRBP,9338
SRF,10324
DUSP7,7524
LSG1,31689
MTM1,104569
SDR42E1,13842
SCARNA9L,347
NRSN1,21343
MEGF8,53160
TPI1P3,1213
DDX25,18745
IL6R,64257
STT3A,28541
LOC149134,1869
HSD17B7P2,22125
STK17B,38029
AFF2,500054
HACL1,40890
LOC100507391,73747
CEP164,91488
STAC,167399
SYK,96830
BIK,18964
PDZD7,23474
GP1BA,2733
FAM207A,36933
SNORA34,136
TLR1,8536
TOP1,95664
ZER1,42146
POLR3G,39688
CCT8,17362
DCAKD,37767
RRBP1,68605
CSF2RB,26804
ZNRD1,3650
HIST4H4,411
SLC25A32,16602
TM2D3,10545
SMA4,162715
TMEM39A,34722
HLA-DOA,5429
SDCCAG3,8680
C14orf28,9953
ZNF516,137509
SNORA78,126
NARR,1897
SKI,81518
HES7,3502
FOXJ1,4965
CLPX,34779
ATG12,13654
C4orf21,97662
DGKQ,14676
PTK6,8947
ELOF1,6193
FAM65B,106682
CHD5,78347
SRFBP1,66639
PIN4,82288
INTS4,115951
TOR1B,8128
ACSL3,82387
FOXJ3,159338
LOC96610,24861
HIPK2,231377
ZNF568,81603
UNC13D,17490
PPAT,42273
IFT52,56283
ARHGEF26-AS1,96809
TIAF1,2088
PATE1,3555
ZNF37BP,39319
C17orf85,39500
DUSP18,5833
NIF3L1,14605
SUCLA2,58671
PSMC4,10759
MCFD2,39985
RYR3,555126
TESPA1,36443
ATF6,197826
C8orf44,13590
KIAA1211,160529
DIS3L,40603
MLX,6143
TAPBP,14692
ZNF185,59039
CD69,8415
LY6E,3925
SDC3,39167
ZNF337,22618
SRGAP2D,22701
ARHGAP15,639022
BASP1,60022
NFU1,41515
KIAA1328,396208
USF1,6728
PTPRJ,190284
SH3BGRL,96743
MTIF3,14963
AGTRAP,14686
TICAM2,23837
AAED1,14066
SRPRB,37459
ADAM32,177386
PSRC1,3614
METTL5,13085
IL4R,50869
ALDH2,43098
RAPGEF1,160768
DPM1,23655
NLRP2,35858
FAM222A,56125
LPIN2,94953
CCDC71,3817
LOC550643,88286
MYL6,3321
CCDC84,17603
TCAIM,71329
TTYH3,32833
SLU7,17520
RNPC3,29281
TRIM8,13824
ZNF404,7773
LIMD1,86432
UQCRB,8958
PIK3CG,41668
ABTB2,207021
IKBIP,31647
ADCK4,25356
KIAA1324L,182791
ENTPD6,31021
PRH2,5610
APRT,2465
BLOC1S2,13434
ATP8B2,25744
C12orf73,7012
BANK1,284205
NR5A1,26184
ZNF557,18507
LUC7L,40479
SLC25A35,7088
FUT8-AS1,2024
HIRA,100995
ZNF677,19473
PARP9,36763
STAC3,7727
LPP,736797
APEX1,2641
KIF23,34137
MED22,7217
SCARNA16,186
HLA-DPA1,16209
DDX49,8958
DZIP1L,53624
MFI2-AS1,1838
DTWD1,24107
HESX1,2336
SNORA53,249
SGSM2,43542
ATP2A3,40595
USP5,14510
DYRK3,13661
PSMD5,26967
HIST1H4C,389
PAK6,60059
CDC123,54628
SECISBP2L,57925
LDLRAP1,25301
FMNL1,25391
TRIM4,29193
MSL3P1,2965
LY96,37743
RTKN,16072
PTGER2,14306
BEX4,2108
C12orf42,194016
TXN,12828
LOC100133315,62938
PTGS1,25173
BCL2L13,92271
CSTA,16804
CD302,29627
LOC645513,44809
RAB2A,106734
VWCE,37030
PPP2R2D,22093
S1PR1,4771
VPS29,10586
USP32,214895
POLD4,2831
LIMD1-AS1,10717
ARL11,5573
HLA-A,3414
LOC100131564,35702
TTC17,136048
PRKAR2B,117078
AP3B1,292429
GALNS,43232
RALGDS,51500
PTDSS1,72607
DDX17,22902
STAG3,36472
CBLL1,17804
ATG2B,82083
PRR14L,68786
SRD5A1,36175
CD6,48735
TOR3A,14017
RSL24D1,15719
LOC100506190,25026
PRKAB1,13668
QDPR,25841
STARD5,11517
TMEM11,16645
RNF11,37174
RNF166,9926
FAM105B,35059
SFI1,122412
MED7,4470
COA5,9195
TTC3,129837
IRAK1BP1,31131
MARVELD1,4444
SH3BGRL3,1800
EHD3,34380
EP400NL,42057
DAP3,49918
MLKL,29036
KIF17,53810
RIN1,4458
CEP89,92965
COG3,71803
DNMBP,134342
ENPP6,129255
GTF2I,102992
GYPC,40740
MSRA,374571
ASPM,62567
MPV17,13609
CSTF2T,4109
TNRC6A,96498
SSR3,15044
CERKL,120433
SLC4A4,384801
NEK1,219357
TIAM1,440554
RGS14,14755
RPL27A,7424
PCMT1,61726
SNX17,7037
ZBTB24,20721
NOC3L,29694
CSTF3,76907
RIMKLB,79269
ZKSCAN1,22184
ZDHHC23,15079
KLF1,2780
DFFB,28148
DOK3,8521
C18orf32,6096
ANKRD54,13491
MIR22HG,4768
NUP155,79256
RAB6A,85518
GDF10,13350
FBXL19,25712
NPTX1,9771
C19orf73,743
SKP2,31997
PIN4P1,2345
NAT1,53227
APBA3,10902
CREG1,12805
OTUD3,30549
RNF6,9603
PLEKHG6,18070
RASSF8,120861
RAB5C,30068
CLK3,21829
SCAF1,16524
RAB44,35332
GNAI3,47268
KHNYN,11406
LARGE,647354
TPSG1,3603
GPR45,1724
CCDC112,29573
MYL9,8339
EBF1,403865
TEP1,47753
NLE1,10954
ATP10D,108093
MRPL52,5154
OSBPL8,208011
MBTD1,82641
TMEM184C,18133
GPR161,58125
TPM4,35496
FOXN3,462978
R3HDM4,16722
SP110,56799
LOC100129250,1873
BGLAP,1172
ZNF143,67559
PRR11,51210
EIF5AL1,3835
ZFP36L2,4204
FAM83H,9811
ZFP1,23711
HSF1,23115
C20orf196,113516
ZNF239,18273
HIST1H2AH,480
SSH1,74893
ARID1B,432849
ZNF446,4802
ADARB2,556417
KPNA3,93614
ZNF616,25538
SCARNA4,128
CASKIN2,15285
C1QTNF3,25408
NSUN5,6350
SNX18,28827
EDA2R,43658
ZNF720,48336
SNHG12,3316
SYPL1,22279
TMTC3,57591
TIGD5,2411
EMBP1,52776
ANO8,11606
PDIA2,4091
TMEM121,3586
ZNF826P,29145
GZF1,8662
PMVK,12276
HIST1H4E,376
KDM8,18282
CHCHD7,6861
EIF2D,20930
PI4KAP1,14964
RPL23AP7,15899
ALG3,7196
TCEB1,27149
MRPL9,3917
SNORA5A,133
MDP1,2133
ZAP70,26292
TPX2,62699
PDPR,47655
FAM108A1,8543
LOC340508,6274
TSR1,14696
TGFB3,23650
SLC4A1,19744
COG1,15472
FAM166A,4185
Sep-15,51979
KIF3C,55988
SOWAHD,1589
FCER2,13389
GATM,17658
SIN3B,50955
VANGL2,28104
FAM86C2P,13569
MAGED2,8274
BRCA1,81188
ZNF134,7806
NARFL,11228
WDR7,378420
CHST7,24646
ZNF764,4557
RPL32,6637
EPM2AIP1,7438
MIR663A,92
C1orf101,178989
MFF,30321
CCDC111,45345
EDAR,94901
AREG,9856
TMEM120B,69316
TBC1D13,23201
RDH13,25222
PHYH,22334
C19orf60,3652
ZNF460,13583
GPR155,55516
MSTO2P,4920
ACTR1A,23526
RFPL4A,4034
SGMS1,318392
RADIL,84595
RPL39,5137
EGLN1,61293
GAS6-AS1,27231
GAK,83109
PRRT3-AS1,7383
INSL6,21755
ZNF503,3910
RRP7B,8751
RAD54L,30778
ANKFY1,100609
VEZT,85044
PFKL,27336
SLC35C2,14887
GPR3,3169
GREB1,108670
AP1S3,82272
SPAG8,4477
IFT20,7164
CHD1L,53156
ATP5B,7893
AHSP,921
WASF1,80185
AFF4,88283
GLMN,52611
SLC9A3R1,20748
MLL,90334
DESI1,23029
LYSMD4,6014
TBX2,9570
HCLS1,29545
FRY,265339
RARA,48472
COMMD5,3381
MBNL2,171824
FAM86B3P,16295
USP3,90129
MAP2K3,30583
RAB5B,22770
ZSWIM4,36770
H3F3AP4,9275
ANKRD33,3712
CREBBP,155065
DNM1,51864
JAK2,142938
TRIT1,42471
RAD21,28932
ARF5,3353
SLC7A5,39471
TRPC5,308462
NCOA2,291753
RUNX1,261497
ZCCHC9,11563
CALML4,15405
GALE,5205
ZNF431,43965
SMARCA5,44026
AUH,148109
USP15,149380
KLHL3,118590
TPRG1L,5138
ERI2,26280
EPB41L3,151598
UBALD2,6093
C6orf163,20610
MAOA,91916
ZBTB7A,21600
IQCC,3052
IL16,115885
PSMG2,67001
CXXC5,34379
SNORA70,134
FOXJ2,22759
XPO1,60349
SAMD4B,42429
DNAJC11,67738
SLC25A1,3250
EIF5,11022
SMYD5,12989
TTC24,7043
CDKN2AIPNL,9842
FANCD2,75501
HSP90B1,17596
TRAF5,48329
CMTM3,9860
LDHB,22514
MAP4K1,30362
NFS1,30677
PARVG,34199
POMT2,45926
NSA2,9921
ZNF2,18881
PSMB6,2359
METTL21B,9941
ZNF789,14702
FGFR1OP,41250
TSPAN3,27210
SMIM4,3965
NDUFS8,6030
RNF144B,81524
CLTCL1,112252
PCBP4,10012
PFKFB2,27748
EIF1AD,5621
DPAGT1,5572
GCSH,14428
MPHOSPH6,22062
RPP38,7077
CBX2,9472
NPHP4,129663
LOC100130987,73848
ANK2,565657
ATAD3A,22544
ARHGAP12,123478
SP1,36247
EFEMP2,6493
RRN3P2,41875
SAR1A,20324
ST6GALNAC1,19049
CCNT1,28540
SLC7A7,46588
OS9,27602
TRIM35,26430
CD38,70775
RPL5,9887
ZNF835,9103
KIAA1407,92476
WDR1,42610
PLD6,5337
ITPR3,75192
KIAA1033,61414
FAM122A,3645
C6orf70,29896
HADH,45461
TRHDE-AS1,20002
GNA14,225237
DNAJA2,18351
RNF145,52644
NDUFB3,14011
SERPINB10,19731
TM9SF1,6529
EML4,163198
TMEM167A,24607
ZNF804A,341121
SGTB,56186
MFAP2,7082
LAGE3,2355
HIST1H3H,472
MECP2,75924
BHLHA15,705
EFCC1,39113
ALCAM,210200
LIMS1,152891
TROAP,8543
Sep-09,219186
YAE1D1,6477
PDCD6,43353
FER1L6-AS1,56645
GLI4,9494
GAS8,22371
DDRGK1,14283
FMO4,27737
IMMT,51838
DDI2,43599
PPM1H,290902
MMGT1,11903
ZNF816,13532
RDX,121832
ADPRM,13948
PAPD7,42443
SQSTM1,31689
ASB14,24331
PRCC,33335
TESC,60523
KIAA1715,76608
MGC2752,8996
MED28,9887
TRMT12,2218
RHOT2,6091
BRSK1,28369
AATF,107996
CPQ,498223
ADNP2,31313
SNIP1,19895
TGFBRAP1,62608
MGST2,74977
CNST,102245
LOC729177,12591
NDUFA5,16875
RNF139,13851
ANKRD13C,95732
USP34,283259
TPP1,6695
SND1-IT1,2568
EDC4,11491
SUGP2,42683
TOR1AIP2,37839
FFAR4,23407
CCDC169-SOHLH2,129647
CAPS,2029
RECQL5,40344
DYNLL2,6838
CCAR1,70338
RAP2C,16456
GP6,24557
HMGCS1,26042
ZNF658,20710
MLLT11,8822
EIF3CL,24268
ANKRD45,61526
MGLL,134188
AGBL2,55785
DTX4,36248
PKD1P1,32999
DCP1A,64209
TGFBR1,49061
SOHLH2,46407
BIN2,43116
USP20,46421
NFATC2IP,15449
PRAM1,12598
COG2,51529
SIGLEC10,7782
VASH2,41040
CACNA2D3,951891
ITGAD,33193
EIF4A1,6300
SMG6,243936
CYB5D2,14533
STARD4,14135
ZNF362,44146
HNRNPD,20682
PAQR4,4143
NFXL1,67375
PPP3R1,73662
TMEM222,14255
PRKRIR,30876
TTC21B,80476
BCAR3,285363
ZNF430,39426
SIGLEC14,4326
KIAA1609,28322
E2F7,44334
PHACTR4,130788
ELAVL3,29660
OSBPL1A,235822
CDV3,16684
CCDC126,47329
STX8,325487
AP1G2,8502
SNX11,15185
TSSK3,2062
ZNF815P,31275
OXT,896
CENPV,10964
ZNF160,36820
TIFA,10277
LOC283070,2412
ZMYM3,15573
JMJD8,2772
METTL21D,7947
BHLHE40,5768
CASZ1,160067
PAPPA,248529
ZNF544,34938
H2AFJ,3666
DCLRE1B,8793
PCGF3,64854
CDCA5,6688
LOC100506713,27211
HLA-H,3473
NFAT5,138700
LOC100505783,15067
CTU1,10784
LSM1,13409
LOC100499227,117456
IFIT5,6434
LTB4R,6537
IL12RB2,89536
FUBP3,58779
FBXO21,46715
LOC654433,30754
TRIM37,124266
MCRS1,9825
TTLL10,24027
LMOD2,8286
XRCC6BP1,15607
SDSL,15865
DIRC2,86085
GATA1,7735
RASSF3,87054
FMN1,302338
ZNF439,3462
C1QA,3057
TMEM200B,4484
ZNF580,2444
GRAMD1C,108340
JAK3,23248
RBMS2,74371
ZNRD1-AS1,60173
TBCC,1650
TMEM173,7230
FAM46A,6981
RNU11,134
HBA1,841
FASTKD1,44161
PAN3,156832
SNX3,49747
TMC6,19489
CORO7-PAM16,76710
JOSD2,5358
AIRE,12381
FAM198A,78448
HCST,1791
SURF4,14630
CPB1,32384
HEATR8-TTC4,100901
UBXN11,35983
DPYSL3,119248
JUND,1869
CYSTM1,68721
NT5C3B,11189
CDC25C,46557
TBCB,10961
HMGA1,9431
TEX30,7686
LINC00654,6024
DYSF,233140
ZNF197,23452
N4BP3,12551
MLL4,20858
ARHGEF16,26530
DNAJC8,32752
ARID1A,86079
LOC100288637,126891
TUBB6,18311
ARMC10,24882
TP53INP1,23415
ERGIC2,40564
CNN3,30228
ZNF582-AS1,5499
