"","Gene_Symbol","Gene_Length"
"6607","ENSG00000161654",32984
"6608","ENSG00000257103",57068
"6609","ENSG00000149657",12917
"6610","ENSG00000204392",9592
"6611","ENSG00000170860",19641
"6612","ENSG00000130520",16961
"6613","ENSG00000106355",9925
"6614","ENSG00000164167",14378
"6615","ENSG00000130332",7094
"6617","ENSG00000130592",39293
"6618","ENSG00000105699",19308
"6619","ENSG00000160285",40378
"6620","ENSG00000204482",2730
"6621","ENSG00000111144",42767
"6622","ENSG00000227507",1866
"6623","ENSG00000213903",6537
"6624","ENSG00000213906",1902
"6625","ENSG00000049323",452206
"6626","ENSG00000168056",19669
"6627","ENSG00000090006",36653
"6628","ENSG00000111321",16203
"6629","ENSG00000213316",2527
"6630","ENSG00000012223",29102
"6631","ENSG00000062524",10245
"6632","ENSG00000198862",64811
"6633","ENSG00000135521",20435
"6634","ENSG00000007392",40479
"6635","ENSG00000146963",83098
"6636","ENSG00000108848",33146
"6637","ENSG00000171357",17922
"6639","ENSG00000169641",84835
"6640","ENSG00000079257",6279
"6641","ENSG00000160932",3925
"6642","ENSG00000054219",101399
"6643","ENSG00000248672",136128
"6644","ENSG00000112799",66282
"6645","ENSG00000122224",32181
"6646","ENSG00000154589",37743
"6647","ENSG00000145220",22467
"6648","ENSG00000104903",4132
"6649","ENSG00000254087",132620
"6650","ENSG00000120992",55639
"6651","ENSG00000011009",4383
"6652","ENSG00000143353",39015
"6653","ENSG00000102897",24771
"6654","ENSG00000083099",6531
"6655","ENSG00000214113",152519
"6657","ENSG00000186687",34478
"6658","ENSG00000232859",15069
"6659","ENSG00000163155",6200
"6660","ENSG00000140280",28389
"6661","ENSG00000176018",13956
"6662","ENSG00000183060",6014
"6663","ENSG00000143669",205875
"6664","ENSG00000090382",5879
"6665","ENSG00000162441",13050
"6666","ENSG00000163818",92406
"6667","ENSG00000099949",16768
"6668","ENSG00000107816",10729
"6669","ENSG00000159374",90154
"6670","ENSG00000003056",9400
"6671","ENSG00000181541",2768
"6672","ENSG00000183742",82734
"6673","ENSG00000127603",405721
"6674","ENSG00000133315",167555
"6675","ENSG00000002822",417155
"6676","ENSG00000164109",7434
"6677","ENSG00000124688",11409
"6678","ENSG00000116670",17141
"6679","ENSG00000110514",60655
"6680","ENSG00000090316",50253
"6681","ENSG00000178573",6877
"6682","ENSG00000179632",3210
"6683","ENSG00000182759",2372
"6684","ENSG00000185022",14578
"6685","ENSG00000197063",9442
"6686","ENSG00000198517",12311
"6687","ENSG00000179222",99295
"6688","ENSG00000102316",8274
"6689","ENSG00000198934",3700
"6690","ENSG00000177383",1681
"6691","ENSG00000187601",1461
"6692","ENSG00000187391",1436516
"6693","ENSG00000234456",18251
"6694","ENSG00000081026",295070
"6695","ENSG00000269313",4655
"6696","ENSG00000162385",11718
"6698","ENSG00000111196",9844
"6699","ENSG00000102158",69203
"6700","ENSG00000198042",16093
"6701","ENSG00000251562",8706
"6702","ENSG00000156928",10240
"6703","ENSG00000172175",78752
"6704","ENSG00000165072",183391
"6705","ENSG00000177943",8432
"6706","ENSG00000161021",44436
"6707","ENSG00000184384",364904
"6708","ENSG00000196782",437687
"6709","ENSG00000111885",172565
"6710","ENSG00000198162",158235
"6711","ENSG00000177239",22260
"6712","ENSG00000117643",167299
"6713","ENSG00000112893",178273
"6714","ENSG00000196547",18395
"6715","ENSG00000104774",20269
"6716","ENSG00000013288",47286
"6717","ENSG00000140400",12835
"6718","ENSG00000109323",129508
"6719","ENSG00000101363",27612
"6720","ENSG00000172469",31955
"6721","ENSG00000185090",7504
"6722","ENSG00000145050",4136
"6723","ENSG00000111261",20951
"6724","ENSG00000205693",8610
"6725","ENSG00000189221",91916
"6726","ENSG00000212916",5454
"6727","ENSG00000166963",14012
"6728","ENSG00000131711",102279
"6729","ENSG00000140941",12579
"6730","ENSG00000258102",17239
"6731","ENSG00000130479",15021
"6732","ENSG00000169032",104671
"6733","ENSG00000126934",33806
"6734","ENSG00000034152",30583
"6735","ENSG00000065559",122916
"6736","ENSG00000137764",264434
"6737","ENSG00000108984",127632
"6738","ENSG00000076984",10598
"6739","ENSG00000095015",81078
"6740","ENSG00000130758",23831
"6741","ENSG00000173327",16494
"6742","ENSG00000139625",19168
"6743","ENSG00000073803",206153
"6744","ENSG00000006062",53926
"6746","ENSG00000180815",155203
"6747","ENSG00000176601",59975
"6748","ENSG00000169967",44560
"6749","ENSG00000198909",73869
"6750","ENSG00000085511",125595
"6751","ENSG00000197442",235469
"6752","ENSG00000142733",11667
"6753","ENSG00000135341",73728
"6754","ENSG00000107968",27812
"6755","ENSG00000047849",238589
"6756","ENSG00000104814",30362
"6757","ENSG00000168067",14104
"6758","ENSG00000011566",188046
"6759","ENSG00000071054",196987
"6760","ENSG00000012983",114165
"6761","ENSG00000180834",9729
"6762","ENSG00000135525",208538
"6763","ENSG00000116871",24638
"6764","ENSG00000129680",43262
"6765","ENSG00000164114",34310
"6766","ENSG00000100030",108023
"6767","ENSG00000185386",6637
"6768","ENSG00000188130",8758
"6769","ENSG00000156711",14040
"6770","ENSG00000112062",83559
"6771","ENSG00000168175",18550
"6772","ENSG00000102882",9204
"6773","ENSG00000069956",47051
"6774","ENSG00000166484",5823
"6775","ENSG00000107643",33496
"6776","ENSG00000121653",20969
"6777","ENSG00000138834",64097
"6778","ENSG00000050748",58476
"6779","ENSG00000119487",269840
"6780","ENSG00000162889",49265
"6781","ENSG00000114738",37435
"6782","ENSG00000089022",51196
"6783","ENSG00000234608",3133
"6784","ENSG00000137802",53421
"6785","ENSG00000101367",30512
"6786","ENSG00000166974",166540
"6787","ENSG00000186868",133951
"6800","ENSG00000277443",6125
"6801","ENSG00000175130",2410
"6802","ENSG00000072518",72092
"6803","ENSG00000075413",118465
"6804","ENSG00000007047",54025
"6806","ENSG00000247626",3086
"6807","ENSG00000155254",4444
"6808","ENSG00000009724",20716
"6809","ENSG00000086015",232511
"6810","ENSG00000099308",53896
"6811","ENSG00000069020",573247
"6812","ENSG00000120539",32095
"6813","ENSG00000168906",6302
"6814","ENSG00000038274",16289
"6815","ENSG00000007264",23843
"6816","ENSG00000186056",7974
"6817","ENSG00000015479",57925
"6818","ENSG00000129933",37933
"6819","ENSG00000088888",29324
"6820","ENSG00000125952",96594
"6821","ENSG00000103495",5087
"6823","ENSG00000141644",14892
"6824","ENSG00000134046",73187
"6825","ENSG00000071655",15974
"6826","ENSG00000129071",9235
"6827","ENSG00000204406",492464
"6828","ENSG00000166987",7272
"6829","ENSG00000151332",22118
"6830","ENSG00000242600",2941
"6831","ENSG00000214309",1801
"6832","ENSG00000176055",16565
"6833","ENSG00000152601",197740
"6834","ENSG00000229619",7010
"6835","ENSG00000139793",171824
"6836","ENSG00000076770",120653
"6837","ENSG00000172197",112779
"6838","ENSG00000143797",147175
"6839","ENSG00000125505",16627
"6840","ENSG00000197971",153985
"6841","ENSG00000011258",82641
"6842","ENSG00000140943",63148
"6843","ENSG00000012174",45885
"6844","ENSG00000185231",33492
"6845","ENSG00000100294",11191
"6846","ENSG00000078070",84359
"6847","ENSG00000131844",71415
"6848","ENSG00000124370",20588
"6849","ENSG00000126217",130518
"6850","ENSG00000053524",250024
"6851","ENSG00000180398",39985
"6852","ENSG00000143384",5187
"6853","ENSG00000065328",49550
"6854","ENSG00000073111",24078
"6855","ENSG00000112118",20867
"6856","ENSG00000160294",50188
"6857","ENSG00000104738",17956
"6858","ENSG00000100297",24379
"6859","ENSG00000076003",36851
"6860","ENSG00000166508",9023
"6861","ENSG00000125885",44533
"6862","ENSG00000111877",121715
"6863","ENSG00000197771",44224
"6864","ENSG00000178460",51299
"6865","ENSG00000090674",11399
"6866","ENSG00000153898",71530
"6867","ENSG00000147316",237027
"6868","ENSG00000187778",9825
"6869","ENSG00000175471",577990
"6870","ENSG00000140563",185751
"6871","ENSG00000232119",17272
"6872","ENSG00000156026",195563
"6873","ENSG00000137337",17874
"6874","ENSG00000135272",97761
"6875","ENSG00000112139",65482
"6876","ENSG00000014641",18587
"6877","ENSG00000146701",18537
"6878","ENSG00000110492",3053
"6879","ENSG00000111554",37815
"6880","ENSG00000135679",37349
"6881","ENSG00000198625",41741
"6882","ENSG00000112159",176211
"6883","ENSG00000213920",2133
"6884","ENSG00000082212",70730
"6885","ENSG00000151376",231528
"6886","ENSG00000124733",1651
"6887","ENSG00000163875",24859
"6888","ENSG00000085276",580276
"6889","ENSG00000169057",75924
"6890","ENSG00000116353",38069
"6891","ENSG00000125686",46989
"6892","ENSG00000133398",6600
"6893","ENSG00000184634",23898
"6894","ENSG00000144893",349789
"6895","ENSG00000108510",122677
"6896","ENSG00000123066",318610
"6897","ENSG00000180182",86009
"6898","ENSG00000099917",80033
"6899","ENSG00000175221",25256
"6900","ENSG00000042429",29091
"6901","ENSG00000130772",6965
"6902","ENSG00000156603",8486
"6903","ENSG00000124641",15785
"6904","ENSG00000152944",8151
"6905","ENSG00000148297",7217
"6906","ENSG00000112282",54273
"6907","ENSG00000008838",35539
"6908","ENSG00000104973",18701
"6909","ENSG00000105085",53297
"6910","ENSG00000160563",219777
"6911","ENSG00000118579",9887
"6912","ENSG00000063322",9240
"6913","ENSG00000164758",19536
"6914","ENSG00000108590",8321
"6915","ENSG00000136146",19413
"6916","ENSG00000229111",2856
"6917","ENSG00000133997",16427
"6918","ENSG00000155868",4470
"6919","ENSG00000159479",5904
"6920","ENSG00000141026",16234
"6921","ENSG00000068305",150496
"6922","ENSG00000213999",24722
"6925","ENSG00000081189",185864
"6926","ENSG00000116604",37121
"6927","ENSG00000103313",14599
"6928","ENSG00000214548",34915
"6929","ENSG00000162591",123553
"6930","ENSG00000105429",53160
"6931","ENSG00000106780",113569
"6932","ENSG00000167077",99941
"6933","ENSG00000143995",137359
"6934","ENSG00000165304",104821
"6935","ENSG00000162959",142804
"6936","ENSG00000133895",7780
"6937","ENSG00000146834",5336
"6938","ENSG00000153208",130754
"6941","ENSG00000166823",1442
"6942","ENSG00000106484",20122
"6943","ENSG00000164024",67172
"6944","ENSG00000172878",80783
"6945","ENSG00000111142",41791
"6946","ENSG00000176845",15024
"6947","ENSG00000037897",3563
"6950","ENSG00000010165",16095
"6951","ENSG00000145388",25503
"6952","ENSG00000169519",225256
"6953","ENSG00000127804",95852
"6954","ENSG00000165792",7229
"6955","ENSG00000171806",2391
"6957","ENSG00000144401",16134
"6959","ENSG00000139780",8774
"6961","ENSG00000067365",24552
"6962","ENSG00000181038",7050
"6963","ENSG00000127720",120740
"6964","ENSG00000087995",26208
"6965","ENSG00000165055",26195
"6966","ENSG00000165819",13175
"6967","ENSG00000101574",33965
"6968","ENSG00000138382",13085
"6969","ENSG00000206562",17665
"6971","ENSG00000123600",117399
"6972","ENSG00000197006",57936
"6973","ENSG00000254726",9985
"6974","ENSG00000183496",4365
"6975","ENSG00000176624",23131
"6976","ENSG00000181588",13389
"6977","ENSG00000140259",20218
"6978","ENSG00000117122",7082
"6979","ENSG00000037749",18495
"6980","ENSG00000166482",3777
"6981","ENSG00000168958",30321
"6982","ENSG00000140545",14749
"6983","ENSG00000147324",109132
"6986","ENSG00000171109",45528
"6987","ENSG00000116688",33334
"6988","ENSG00000100060",17377
"6989","ENSG00000118855",27793
"6990","ENSG00000109736",4298
"6991","ENSG00000092931",42689
"6992","ENSG00000161091",19308
"6993","ENSG00000168389",14844
"6994","ENSG00000205639",14192
"6995","ENSG00000167700",2037
"6997","ENSG00000182544",2820
"6998","ENSG00000151690",93960
"7000","ENSG00000164073",48179
"7001","ENSG00000135953",19671
"7002","ENSG00000174197",109531
"7003","ENSG00000257335",110868
"7004","ENSG00000131446",19596
"7005","ENSG00000168282",2710
"7006","ENSG00000128268",34874
"7007","ENSG00000071073",112020
"7008","ENSG00000161013",9354
"7009","ENSG00000152127",200362
"7010","ENSG00000167889",81673
"7011","ENSG00000266709",2005
"7012","ENSG00000246731",3325
"7019","ENSG00000074416",134188
"7020","ENSG00000125871",22000
"7021","ENSG00000170430",300329
"7022","ENSG00000102858",66150
"7023","ENSG00000008394",30047
"7024","ENSG00000085871",74977
"7025","ENSG00000143198",25262
"7027","ENSG00000154305",49907
"7028","ENSG00000225783",18994
"7029","ENSG00000101752",129367
"7030","ENSG00000197530",15195
"7031","ENSG00000204520",15529
"7032","ENSG00000135596",11924
"7033","ENSG00000133816",153193
"7034","ENSG00000243156",236909
"7035","ENSG00000100139",36310
"7036","ENSG00000164877",25114
"7037","ENSG00000204516",13046
"7038","ENSG00000107745",258865
"7039","ENSG00000165175",5098
"7040","ENSG00000167470",10590
"7041","ENSG00000141741",1379
"7042","ENSG00000198160",63724
"7043","ENSG00000105556",39216
"7044","ENSG00000155545",32525
"7045","ENSG00000240972",844
"7046","ENSG00000125457",5001
"7047","ENSG00000116691",12807
"7049","ENSG00000141503",64721
"7051","ENSG00000107789",48995
"7052","ENSG00000164654",40494
"7053","ENSG00000135517",5149
"7054","ENSG00000027001",159259
"7055","ENSG00000291046",94797
"7056","ENSG00000151338",353346
"7057","ENSG00000284268",80
"7058","ENSG00000284464",84
"7060","ENSG00000234883",13023
"7061","ENSG00000215417",6755
"7062","ENSG00000283815",70
"7063","ENSG00000186594",4768
"7064","ENSG00000264864",86
"7065","ENSG00000284186",86
"7067","ENSG00000284503",130
"7068","ENSG00000284325",82
"7069","ENSG00000266751",95
"7071","ENSG00000284525",79
"7072","ENSG00000284331",89
"7073","ENSG00000267532",3836
"7074","ENSG00000265390",90
"7075","ENSG00000283726",108
"7076","ENSG00000236901",5983
"7077","ENSG00000283805",98
"7078","ENSG00000207972",99
"7079","ENSG00000284419",92
"7080","ENSG00000284191",117
"7081","ENSG00000197182",27931
"7083","ENSG00000167842",4436
"7084","ENSG00000159055",10846
"7085","ENSG00000129534",50212
"7086","ENSG00000158411",11766
"7087","ENSG00000187098",228902
"7088","ENSG00000148773",29543
"7090","ENSG00000125863",29459
"7093","ENSG00000128585",386543
"7094","ENSG00000079277",46887
"7095","ENSG00000099875",13773
"7096","ENSG00000133606",26529
"7097","ENSG00000075975",26697
"7098","ENSG00000011143",14169
"7099","ENSG00000100427",26538
"7100","ENSG00000110917",14718
"7102","ENSG00000089693",5478
"7103","ENSG00000076242",57496
"7104","ENSG00000119684",37768
"7106","ENSG00000168404",29036
"7112","ENSG00000130382",69567
"7113","ENSG00000078403",209458
"7115","ENSG00000213190",8822
"7116","ENSG00000171843",277546
"7118","ENSG00000275023",24183
"7119","ENSG00000096395",9344
"7120","ENSG00000167965",4240
"7121","ENSG00000108788",6143
"7122","ENSG00000175727",112315
"7123","ENSG00000103150",17057
"7124","ENSG00000151611",40647
"7125","ENSG00000139428",19837
"7126","ENSG00000132763",10883
"7127","ENSG00000168288",18183
"7128","ENSG00000108960",29367
"7129","ENSG00000196549",104082
"7130","ENSG00000142606",42400
"7131","ENSG00000169446",11903
"7132","ENSG00000099953",11467
"7133","ENSG00000157227",11010
"7134","ENSG00000102996",21522
"7135","ENSG00000087245",27505
"7136","ENSG00000137674",48497
"7137","ENSG00000125966",50265
"7138","ENSG00000008516",14042
"7139","ENSG00000271447",29764
"7140","ENSG00000138722",59728
"7141","ENSG00000173269",22127
"7142","ENSG00000155229",40285
"7143","ENSG00000146263",141015
"7144","ENSG00000169184",53221
"7145","ENSG00000020426",233939
"7146","ENSG00000121211",70446
"7147","ENSG00000163563",18102
"7149","ENSG00000138587",36406
"7150","ENSG00000070444",16904
"7151","ENSG00000165943",2708
"7152","ENSG00000114978",22784
"7153","ENSG00000173542",85834
"7154","ENSG00000182208",294816
"7155","ENSG00000172081",25234
"7156","ENSG00000120162",204643
"7157","ENSG00000142961",9176
"7158","ENSG00000115540",38128
"7159","ENSG00000124615",30256
"7160","ENSG00000164172",11703
"7161","ENSG00000124217",3048
"7162","ENSG00000115275",4353
"7163","ENSG00000080823",80703
"7164","ENSG00000164077",21143
"7165","ENSG00000103111",8707
"7166","ENSG00000061987",130766
"7167","ENSG00000133422",41587
"7168","ENSG00000235989",4345
"7169","ENSG00000159256",56457
"7170","ENSG00000185787",24958
"7171","ENSG00000123562",12660
"7173","ENSG00000116151",70297
"7174","ENSG00000188010",6747
"7175","ENSG00000171160",19603
"7176","ENSG00000101928",27635
"7177","ENSG00000130150",47932
"7178","ENSG00000106330",3275
"7179","ENSG00000155363",26320
"7180","ENSG00000073146",71681
"7181","ENSG00000060762",18093
"7182","ENSG00000143158",20394
"7183","ENSG00000129255",4562
"7184","ENSG00000107186",173860
"7185","ENSG00000197629",4511
"7186","ENSG00000103152",8832
"7187","ENSG00000135698",22062
"7188","ENSG00000196199",39811
"7189","ENSG00000051825",65495
"7190","ENSG00000178802",8155
"7191","ENSG00000117400",16660
"7192","ENSG00000168303",1909
"7193","ENSG00000008382",16559
"7194","ENSG00000005381",11079
"7195","ENSG00000130830",26843
"7198","ENSG00000150054",231144
"7199","ENSG00000154889",25324
"7200","ENSG00000066382",201890
"7201","ENSG00000133030",149888
"7202","ENSG00000128309",10180
"7203","ENSG00000115204",13609
"7204","ENSG00000156968",13932
"7205","ENSG00000254858",3510
"7206","ENSG00000158887",5237
"7207","ENSG00000197965",69969
"7208","ENSG00000149573",11120
"7209","ENSG00000160588",22675
"7210","ENSG00000153029",28513
"7211","ENSG00000011028",66200
"7213","ENSG00000118242",71032
"7214","ENSG00000179010",2652
"7215","ENSG00000178988",2177
"7216","ENSG00000101189",4140
"7217","ENSG00000037757",9759
"7218","ENSG00000278619",7382
"7219","ENSG00000179832",113924
"7220","ENSG00000204839",6565
"7221","ENSG00000184313",68512
"7222","ENSG00000101353",78345
"7224","ENSG00000169288",90139
"7225","ENSG00000159111",8269
"7226","ENSG00000174547",3760
"7227","ENSG00000262814",4156
"7228","ENSG00000172172",49564
"7229","ENSG00000180992",13818
"7230","ENSG00000137547",13293
"7231","ENSG00000166902",4737
"7232","ENSG00000158042",3016
"7233","ENSG00000112110",7969
"7234","ENSG00000115364",15425
"7235","ENSG00000112651",5475
"7236","ENSG00000242485",5417
"7237","ENSG00000197345",12557
"7238","ENSG00000082515",28338
"7239","ENSG00000214026",9337
"7240","ENSG00000143314",3829
"7241","ENSG00000108826",5334
"7242","ENSG00000086504",3185
"7243","ENSG00000114686",40815
"7244","ENSG00000185414",18478
"7245","ENSG00000106591",5514
"7246","ENSG00000243147",8024
"7247","ENSG00000130312",1175
"7248","ENSG00000132313",13921
"7249","ENSG00000171421",1457
"7250","ENSG00000116221",18216
"7251","ENSG00000204316",6457
"7252","ENSG00000154719",21833
"7253","ENSG00000105364",8096
"7254","ENSG00000185608",3560
"7255","ENSG00000182154",698
"7256","ENSG00000198015",36282
"7257","ENSG00000055950",9693
"7258","ENSG00000135900",10310
"7259","ENSG00000278845",26112
"7261","ENSG00000259494",7924
"7262","ENSG00000136522",16179
"7263","ENSG00000175581",76739
"7264","ENSG00000149792",5186
"7265","ENSG00000136897",8670
"7266","ENSG00000111639",1155
"7267","ENSG00000172590",5154
"7268","ENSG00000204822",857
"7269","ENSG00000183617",4898
"7270","ENSG00000162910",2633
"7271","ENSG00000143436",3917
"7272","ENSG00000048544",11094
"7273","ENSG00000181991",11177
"7274","ENSG00000128626",2311
"7275","ENSG00000120333",10497
"7276","ENSG00000116898",8678
"7277","ENSG00000182180",3850
"7278","ENSG00000239789",3422
"7279","ENSG00000096080",16615
"7280","ENSG00000204568",8688
"7281","ENSG00000163319",5811
"7282","ENSG00000122140",4042
"7283","ENSG00000266472",14550
"7284","ENSG00000175110",13026
"7285","ENSG00000181610",11146
"7286","ENSG00000062582",2988
"7287","ENSG00000131368",16797
"7288","ENSG00000125901",2221
"7289","ENSG00000113048",100848
"7290","ENSG00000147586",111411
"7291","ENSG00000112996",6591
"7292","ENSG00000102738",41915
"7293","ENSG00000291010",26757
"7294","ENSG00000090263",8820
"7295","ENSG00000074071",1244
"7296","ENSG00000061794",45531
"7297","ENSG00000134056",12412
"7298","ENSG00000144029",34802
"7299","ENSG00000243927",69511
"7300","ENSG00000125445",4708
"7301","ENSG00000135972",61935
"7302","ENSG00000148187",58860
"7303","ENSG00000124532",22663
"7305","ENSG00000053372",8547
"7307","ENSG00000156738",14943
"7308","ENSG00000149534",9803
"7309","ENSG00000149516",14487
"7310","ENSG00000110079",28431
"7311","ENSG00000110077",13059
"7312","ENSG00000166927",17468
"7314","ENSG00000120458",33905
"7315","ENSG00000066697",24521
"7316","ENSG00000251349",135730
"7317","ENSG00000170903",14325
"7318","ENSG00000095002",80161
"7319","ENSG00000113318",222167
"7320","ENSG00000204410",22730
"7321","ENSG00000255152",24899
"7322","ENSG00000116062",23871
"7323","ENSG00000153944",423368
"7324","ENSG00000188895",14255
"7325","ENSG00000174579",46928
"7326","ENSG00000005302",17594
"7327","ENSG00000224287",2965
"7328","ENSG00000052802",15496
"7329","ENSG00000215183",1286
"7330","ENSG00000147065",74282
"7331","ENSG00000175806",374571
"7332","ENSG00000198736",5060
"7333","ENSG00000148450",26515
"7334","ENSG00000174099",188264
"7335","ENSG00000173531",4816
"7337","ENSG00000164078",16870
"7339","ENSG00000125459",4797
"7345","ENSG00000187193",1726
"7346","ENSG00000125148",931
"7347","ENSG00000182979",50871
"7348","ENSG00000149480",8637
"7349","ENSG00000099810",63334
"7350","ENSG00000172167",78237
"7351","ENSG00000137409",18416
"7352","ENSG00000109919",25348
"7353","ENSG00000214827",7238
"7354","ENSG00000147649",86081
"7359","ENSG00000188786",50053
"7360","ENSG00000143033",59846
"7361","ENSG00000103707",28127
"7362","ENSG00000242114",3430
"7363","ENSG00000066855",65910
"7364","ENSG00000117640",13036
"7365","ENSG00000146410",19281
"7366","ENSG00000148824",26553
"7367","ENSG00000100714",71966
"7368","ENSG00000120254",236208
"7369","ENSG00000065911",16734
"7370","ENSG00000163738",144985
"7371","ENSG00000177000",20373
"7372","ENSG00000136371",53738
"7373","ENSG00000103248",25059
"7374","ENSG00000085760",32628
"7375","ENSG00000122033",14963
"7377","ENSG00000171100",104569
"7378","ENSG00000063601",71706
"7379","ENSG00000166912",52663
"7380","ENSG00000014914",8248
"7381","ENSG00000150712",86003
"7382","ENSG00000163719",52961
"7383","ENSG00000087053",91327
"7384","ENSG00000100330",147699
"7385","ENSG00000108389",28358
"7386","ENSG00000139505",41363
"7387","ENSG00000003987",116734
"7388","ENSG00000102043",127372
"7389","ENSG00000104643",43654
"7390","ENSG00000291132",10050
"7391","ENSG00000135297",39725
"7392","ENSG00000198793",156020
"7393","ENSG00000107951",39537
"7394","ENSG00000105887",50701
"7395","ENSG00000116984",108700
"7396","ENSG00000120662",47197
"7397","ENSG00000112031",15525
"7403","ENSG00000124275",32018
"7404","ENSG00000170873",177702
"7406","ENSG00000129422",157123
"7407","ENSG00000132938",481336
"7408","ENSG00000173171",5134
"7409","ENSG00000128654",68630
"7410","ENSG00000177034",14549
"7411","ENSG00000185499",4406
"7412","ENSG00000176945",16787
"7413","ENSG00000145113",65206
"7414","ENSG00000117983",39111
"7415","ENSG00000090432",8733
"7418","ENSG00000172732",6042
"7420","ENSG00000132781",11228
"7421","ENSG00000141971",5228
"7422","ENSG00000196814",180197
"7423","ENSG00000167508",11147
"7424","ENSG00000110921",23571
"7425","ENSG00000013364",27645
"7426","ENSG00000157601",38621
"7427","ENSG00000183486",46919
"7428","ENSG00000059728",27903
"7429","ENSG00000213347",6791
"7430","ENSG00000123933",14579
"7431","ENSG00000119950",79760
"7432","ENSG00000182534",35247
"7433","ENSG00000179820",10078
"7434","ENSG00000118513",37858
"7435","ENSG00000132382",16490
"7436","ENSG00000185697",51070
"7437","ENSG00000101057",49413
"7438","ENSG00000134571",21296
"7439","ENSG00000136997",5365
"7440","ENSG00000214114",10888
"7441","ENSG00000005810",282385
"7442","ENSG00000236051",12262
"7443","ENSG00000136449",23117
"7445","ENSG00000134323",6446
"7446","ENSG00000120279",26685
"7447","ENSG00000172936",4543
"7448","ENSG00000104177",38929
"7450","ENSG00000133026",156556
"7451","ENSG00000133392",153895
"7452","ENSG00000109063",28783
"7453","ENSG00000078814",46536
"7454","ENSG00000100345",106740
"7455","ENSG00000101608",8706
"7456","ENSG00000118680",16171
"7457","ENSG00000198336",14617
"7458","ENSG00000215375",4106
"7459","ENSG00000092841",3321
"7460","ENSG00000196465",5567
"7461","ENSG00000101335",8339
"7462","ENSG00000007944",19161
"7463","ENSG00000065534",272006
"7464","ENSG00000101306",15322
"7465","ENSG00000145949",87291
"7467","ENSG00000085274",16651
"7468","ENSG00000091536",71096
"7469","ENSG00000266714",38788
"7470","ENSG00000041515",611855
"7471","ENSG00000196535",106879
"7472","ENSG00000133454",288887
"7473","ENSG00000278259",39706
"7474","ENSG00000128641",180008
"7475","ENSG00000197879",28521
"7476","ENSG00000176658",384274
"7477","ENSG00000157483",236903
"7478","ENSG00000142347",56657
"7479","ENSG00000136286",16444
"7480","ENSG00000197535",221767
"7481","ENSG00000128833",103480
"7482","ENSG00000137474",86976
"7483","ENSG00000066933",292079
"7484","ENSG00000099331",137513
"7485","ENSG00000101605",153301
"7486","ENSG00000036448",100222
"7487","ENSG00000164591",18527
"7488","ENSG00000176182",12581
"7489","ENSG00000124920",35868
"7490","ENSG00000170011",450508
"7491","ENSG00000162601",45336
"7492","ENSG00000170476",2348
"7493","ENSG00000099326",11658
"7494","ENSG00000204899",19443
"7495","ENSG00000173272",8531
"7496","ENSG00000152082",8799
"7497","ENSG00000102921",71483
"7498","ENSG00000078177",101348
"7499","ENSG00000139597",27455
"7500","ENSG00000244754",106006
"7501","ENSG00000281026",4889
"7502","ENSG00000145911",12551
"7504","ENSG00000102030",5327
"7505","ENSG00000164134",89259
"7506","ENSG00000172766",65825
"7507","ENSG00000173418",16339
"7508","ENSG00000111300",82142
"7509","ENSG00000139977",22195
"7510","ENSG00000135040",81160
"7511","ENSG00000183011",20007
"7512","ENSG00000110583",18004
"7513","ENSG00000121579",29813
"7514","ENSG00000122390",43295
"7515","ENSG00000138744",30358
"7516","ENSG00000077616",57961
"7517","ENSG00000168060",13714
"7518","ENSG00000177694",946317
"7519","ENSG00000138386",43644
"7520","ENSG00000166886",6582
"7521","ENSG00000173559",10450
"7522","ENSG00000139579",5513
"7523","ENSG00000196531",13115
"7525","ENSG00000160877",22859
"7526","ENSG00000148411",88748
"7527","ENSG00000008130",28837
"7529","ENSG00000172890",48364
"7530","ENSG00000159593",28098
"7531","ENSG00000145414",40213
"7532","ENSG00000198951",12508
"7533","ENSG00000124357",10590
"7534","ENSG00000108784",8515
"7535","ENSG00000103174",9097
"7536","ENSG00000161653",4404
"7537","ENSG00000171169",6087
"7538","ENSG00000249437",56631
"7539","ENSG00000105835",36906
"7540","ENSG00000188613",4626
"7541","ENSG00000170191",11075
"7542","ENSG00000095380",26406
"7543","ENSG00000187109",40066
"7544","ENSG00000186310",2757
"7545","ENSG00000205531",47947
"7546","ENSG00000177432",1957
"7547","ENSG00000105402",27624
"7549","ENSG00000125814",47000
"7550","ENSG00000161048",49546
"7551","ENSG00000134265",26893
"7553","ENSG00000131400",7197
"7554","ENSG00000291230",10948
"7555","ENSG00000141562",30083
"7560","ENSG00000137513",138902
"7561","ENSG00000132780",34918
"7562","ENSG00000171428",53227
"7563","ENSG00000135372",41347
"7564","ENSG00000090971",2378
"7566","ENSG00000204872",831
"7567","ENSG00000109065",5784
"7568","ENSG00000134369",178652
"7569","ENSG00000067798",381721
"7570","ENSG00000151779",394440
"7571","ENSG00000172915",730450
"7572","ENSG00000144426",203115
"7573","ENSG00000160796",30021
"7574","ENSG00000158747",15226
"7575","ENSG00000104320",51335
"7576","ENSG00000219481",49570
"7577","ENSG00000271425",75313
"7578","ENSG00000270629",22206
"7579","ENSG00000266338",38079
"7581","ENSG00000142794",44772
"7582","ENSG00000269713",213851
"7583","ENSG00000188554",41209
"7584","ENSG00000010292",37834
