"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","Gene_Length"
"17693","ENSG00000206597",0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,4,1,0,148
"17777","ENSG00000206755",12,7,7,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,3,0,0,135,3,11,13,28,19,0,11,4,128
"17780","ENSG00000206760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
"17799","ENSG00000206799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
"17818","ENSG00000206838",18,9,0,0,0,18,2,0,6,59,3,7,7,0,13,0,0,3,20,17,0,0,44,26,6,16,20,14,32,36,133
"17870","ENSG00000206941",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,147
"17920","ENSG00000207051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,125
"17928","ENSG00000207067",7,8,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,0,7,2,0,0,14,6,3,2,4,3,0,1,131
"17938","ENSG00000207088",6,1,55,0,0,2,2,881,9,6,3,35,44,228,126,8,0,14,6,5,0,0,13,16,6,6,19,6,11,17,138
"17946","ENSG00000207112",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,3,16,1,2,0,4,0,0,131
"17961","ENSG00000207137",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,93
"17964","ENSG00000207145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131
"17975","ENSG00000207165",10,6,1,0,0,0,0,0,0,14,0,1,0,0,1,0,0,14,5,4,0,2,6,14,3,6,1,3,0,7,134
"17976","ENSG00000207166",2,18,52,42,22,0,5,0,5,0,0,21,0,0,0,0,0,1,0,1,0,0,0,5,0,2,14,1,1,3,132
"18014","ENSG00000207241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"18044","ENSG00000207304",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,138
"18094","ENSG00000207405",5,5,2,0,12,0,0,3,2,1,2,15,2,0,3,1,0,0,4,1,0,0,1,0,2,2,4,1,0,0,133
"18109","ENSG00000207445",20,24,21,0,1,0,0,125,14,2,32,0,18,0,8,0,0,7,10,0,0,0,24,9,8,15,4,4,5,0,145
"18134","ENSG00000207496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
"18370","ENSG00000207972",0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99
"18417","ENSG00000208772",26,23,0,0,17,0,0,6,4,0,7,0,19,4,42,0,0,0,8,11,0,0,23,8,2,16,11,18,5,11,136
"18423","ENSG00000209480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"18425","ENSG00000209582",0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,6,0,1,0,0,0,1,0,0,0,2,2,0,134
"18432","ENSG00000210825",13,9,27,6,4,1,5,0,11,38,19,18,0,1,0,1,5,0,17,9,1,0,10,10,1,12,18,13,19,10,126
"18436","ENSG00000211445",50,131,19,24,60,36,75,0,103,43,29,260,2,0,7,83,2,29,108,78,0,214,73,180,50,245,338,109,189,172,8555
"18438","ENSG00000211451",20,35,0,0,3,0,1,0,4,2,30,3,0,0,0,0,0,14,20,9,0,0,27,7,4,37,19,13,2,9,6256
"18439","ENSG00000211452",4,2,1,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,2,0,0,0,2,1,3,2,4,1,0,16898
"18441","ENSG00000211455",809,635,136,4,26,52,46,0,189,881,181,157,74,0,1,5,0,56,542,1980,0,149,909,1420,662,471,608,386,151,208,81812
"18442","ENSG00000211456",1278,1206,314,104,20,139,22,9,242,1236,393,125,0,0,15,0,0,273,960,1448,0,92,1702,1225,499,508,750,374,151,478,56146
"18443","ENSG00000211460",634,1046,508,48,107,231,80,3,331,1065,402,209,3,1,16,0,187,637,629,721,132,287,652,680,534,451,554,397,248,771,12307
"18458","ENSG00000211584",237,237,573,114,283,321,131,228,276,749,151,288,0,24,16,0,0,370,223,490,59,676,237,224,157,325,578,364,546,485,9569
"18735","ENSG00000212123",36,57,51,1,51,99,8,0,26,20,56,81,1,33,9,4,0,90,53,44,0,0,28,22,4,68,31,35,43,40,1805
"18736","ENSG00000212124",12,8,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,7,1,0,0,7,10,1,2,8,3,0,0,899
"18737","ENSG00000212126",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,9,0,0,0,3,3,0,999
"18738","ENSG00000212127",36,38,0,0,0,1,0,0,8,7,24,6,0,0,0,0,0,10,15,20,0,0,18,28,1,12,14,14,4,6,953
"18771","ENSG00000212232",9,14,0,167,26,5,1,2062,18,51,28,91,115,540,390,263,16,4,8,12,0,82,19,13,6,11,35,8,12,136,236
"18789","ENSG00000212283",43,84,22,0,17,4,2,759,105,99,12,252,518,584,642,387,360,42,115,222,0,53,152,316,143,63,126,115,65,45,113
"18833","ENSG00000212402",6,3,0,0,0,14,0,272,6,3,1,11,2,0,155,0,0,0,2,6,0,0,3,21,4,6,3,1,1,6,203
"18845","ENSG00000212443",27,56,0,0,0,22,3,0,18,68,6,4,0,0,3,0,0,0,12,12,0,0,33,27,14,9,15,12,12,10,249
"18855","ENSG00000212464",12,8,0,0,0,0,0,1,3,11,3,6,0,0,2,0,1,0,3,21,0,0,7,10,1,0,3,18,5,0,146
"18895","ENSG00000212588",13,10,5,0,8,16,1,0,15,6,1,29,44,0,15,0,0,0,5,8,0,0,4,5,3,2,3,11,4,9,121
"18919","ENSG00000212916",8,19,0,0,0,14,0,4,3,13,39,1,0,1,4,0,0,52,16,49,0,2,20,8,6,5,18,9,2,5,5454
"18927","ENSG00000213015",527,515,411,617,741,718,97,26,364,281,525,1306,30,38,63,361,341,816,415,787,158,366,499,378,154,502,585,497,394,546,2444
"18928","ENSG00000213020",359,362,244,574,511,140,54,1,176,380,89,155,0,0,27,168,443,245,431,172,0,207,192,250,115,177,228,149,132,178,32241
"18931","ENSG00000213024",1586,1571,2820,1431,1299,1119,412,193,1068,3545,1434,1453,32,59,67,529,852,3903,1217,2017,26,3042,1523,1114,1184,1325,1789,1106,1800,3192,22904
"18934","ENSG00000213047",652,611,197,2,19,137,10,4,109,470,208,99,3,2,28,5,0,90,469,358,3,2,711,665,353,266,388,287,138,379,270744
"18938","ENSG00000213064",1565,1710,648,139,92,474,100,22,638,1230,741,379,36,153,54,0,10,922,1393,682,7,856,930,1219,1631,1276,1536,966,458,1307,16833
"18940","ENSG00000213075",89,35,18,18,18,12,4,0,19,11,23,24,0,0,3,5,8,41,23,75,6,14,22,18,21,15,23,46,27,43,1547
"18941","ENSG00000213079",2271,2313,1025,128,99,444,123,34,556,2102,1276,281,53,129,120,81,0,1266,1537,1047,107,1332,2554,2687,925,1468,2074,1398,762,1557,100682
"18942","ENSG00000213096",125,152,0,43,11,48,11,0,31,141,55,102,0,0,17,0,7,54,149,198,0,0,195,258,42,132,126,65,18,47,42678
"18948","ENSG00000213139",89,156,20,46,0,150,9,0,28,167,95,35,0,0,0,0,0,54,95,58,0,124,111,91,27,60,78,74,30,31,5935
"18949","ENSG00000213145",2345,3487,5779,12312,6130,3221,1487,505,2962,4257,3510,7782,12,197,349,4422,1122,7603,2389,5641,144,3058,2293,1112,3141,2265,4337,2778,5002,4140,1867
"18953","ENSG00000213160",24,7,0,0,1,0,0,32,3,7,17,9,3,5,7,3,2,1,16,12,1,0,26,8,2,12,5,7,4,5,57432
"18954","ENSG00000213160",24,7,0,0,1,0,0,32,3,7,17,9,3,5,7,3,2,1,16,12,1,0,26,8,2,12,5,7,4,5,18040
"18962","ENSG00000213185",6,27,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,3,3,0,0,17,11,3,2,7,8,3,2,30547
"18963","ENSG00000213186",75,120,44,34,1,35,0,1,20,140,28,27,1,0,1,0,1,25,95,87,0,0,85,59,25,35,53,46,4,27,14335
"18965","ENSG00000213190",1462,1129,561,888,750,350,99,147,834,1331,500,1914,114,196,182,106,34,829,644,553,1,531,1506,1096,551,3224,2142,1481,1006,759,8822
"18966","ENSG00000213199",205,146,81,38,87,258,28,0,105,127,210,69,4,0,27,1,0,134,97,73,84,3,134,80,18,151,236,117,166,162,4464
"18967","ENSG00000213203",1546,1353,1628,605,966,687,210,26,966,1713,1995,1622,25,4,32,54,723,3604,1357,2487,335,1934,2277,1156,624,984,832,801,643,732,7723
"18969","ENSG00000213214",16,18,0,0,0,0,1,0,1,0,13,11,0,0,1,0,0,5,4,2,5,5,13,12,2,9,13,18,10,35,9615
"18972","ENSG00000213221",8,16,27,14,37,1,3,1,12,4,21,10,3,2,7,2,0,36,16,17,0,71,3,10,2,19,21,19,10,2,1911
"18976","ENSG00000213246",1627,1845,2245,2375,1463,408,543,0,1935,3347,646,2217,0,0,39,278,378,1832,1534,3778,87,3486,1835,3115,4967,2474,2604,1590,2146,4182,7063
"18977","ENSG00000213265",0,2,0,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,1,0,2,2,1,17920
"18980","ENSG00000213281",901,1121,256,181,62,241,29,2,154,1285,300,82,2,0,17,9,0,342,991,1090,0,334,828,1116,547,400,551,550,251,1089,12430
"18986","ENSG00000213316",0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,5,0,2,0,2527
"18990","ENSG00000213337",72,72,53,7,8,29,8,0,30,55,49,74,2,0,7,0,0,58,90,92,0,208,96,64,18,53,37,66,36,179,10032
"18991","ENSG00000213339",759,941,779,691,327,1242,247,128,424,804,1190,791,1,80,21,2,0,1408,598,557,2,467,646,347,294,785,1332,484,618,1001,11931
"18992","ENSG00000213341",797,938,119,49,1,80,32,0,217,657,276,128,15,1,4,0,1,162,616,925,0,1,960,1626,1113,590,644,520,156,350,41220
"18993","ENSG00000213347",660,581,584,653,439,95,158,125,567,653,437,1466,92,147,136,11,1,321,388,1165,0,1086,754,2310,1065,1650,1447,756,601,765,6791
"18995","ENSG00000213366",1476,1333,505,49,164,733,156,0,228,950,362,291,0,7,0,0,1,213,888,498,30,684,1208,480,356,1373,1247,491,574,831,15975
"18998","ENSG00000213380",171,213,277,843,383,234,18,82,110,264,161,183,2,21,19,26,114,363,152,188,0,157,102,92,59,171,125,139,172,137,11002
"19000","ENSG00000213390",666,589,291,87,51,43,56,0,179,491,261,203,17,0,29,0,0,250,447,1121,0,509,589,1735,307,407,877,448,258,514,70500
"19001","ENSG00000213397",60,37,76,4,24,86,3,0,17,16,66,49,1,0,9,11,0,29,58,28,0,0,69,22,10,25,66,45,32,43,47860
"19002","ENSG00000213398",274,364,159,250,299,291,103,50,162,466,255,463,2,43,33,319,767,239,228,287,32,587,314,322,209,416,577,297,351,268,4228
"19004","ENSG00000213402",3287,3815,4145,7310,8883,2876,728,875,4363,6945,6226,12222,225,442,315,2818,5314,14166,5608,7002,1328,16207,6841,2801,2471,5367,4200,5816,8344,7792,2172
"19005","ENSG00000213412",16,10,8,0,3,3,1,2,5,6,18,10,0,0,4,1,0,18,17,47,0,3,18,16,5,6,12,20,8,8,541
"19006","ENSG00000213413",5,1,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2240
"19009","ENSG00000213420",66,74,19,0,25,242,10,12,45,51,154,107,16,4,13,4,0,59,84,68,0,63,64,72,15,146,126,85,69,38,7761
"19013","ENSG00000213445",6252,6777,8364,5649,6180,3511,2118,189,7945,10197,8707,19310,472,1257,1059,1181,386,13281,5618,12650,934,15757,9432,10192,4148,14868,13223,7423,9002,10848,12813
"19016","ENSG00000213462",892,1076,338,1976,3407,182,154,0,547,1596,270,3269,78,52,110,665,1650,269,494,1176,0,814,1276,2351,1028,1028,1683,1043,350,216,16391
"19017","ENSG00000213463",226,166,171,15,17,85,9,0,47,220,106,43,0,0,1,0,1,134,144,146,0,260,152,85,78,114,171,113,84,108,50594
"19018","ENSG00000213465",208,216,292,659,674,313,73,1,136,385,243,298,1,1,24,591,289,481,178,309,2,461,232,102,240,185,252,167,368,316,8072
"19025","ENSG00000213516",1301,845,107,37,39,108,65,1,120,696,236,127,0,7,2,44,1,171,603,625,17,62,692,1354,669,405,527,384,268,833,13504
"19026","ENSG00000213523",1655,1605,1556,1446,856,1058,411,14,1122,2510,647,1295,97,152,170,110,74,1842,1555,1670,432,1982,1664,3276,2173,1751,2266,1253,3372,2652,8026
"19029","ENSG00000213551",562,539,137,218,0,116,30,0,159,467,254,116,0,0,0,1,242,243,312,260,1,0,458,297,164,167,324,201,273,784,4443
"19032","ENSG00000213563",237,205,264,20,185,380,52,74,121,299,318,515,112,10,32,4,738,299,215,432,86,522,198,151,121,210,227,191,167,314,2855
"19034","ENSG00000213585",1309,1045,854,197,124,365,91,7,455,1586,395,357,0,0,9,0,0,941,925,993,36,1270,881,783,627,349,559,489,499,1931,33258
"19035","ENSG00000213588",298,258,137,27,52,183,24,6,73,251,249,114,51,0,16,0,0,328,217,205,0,1,196,146,62,111,196,167,187,223,2964
"19036","ENSG00000213593",755,721,396,140,158,307,101,3,381,841,449,216,238,0,19,40,0,801,482,491,0,26,603,500,308,350,325,253,341,518,28450
"19037","ENSG00000213599",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,9896
"19039","ENSG00000213614",1240,1242,870,345,407,841,154,14,805,1647,793,672,38,94,135,202,1,1448,1098,1562,43,732,1436,1488,517,1098,1306,782,1134,2199,32742
"19040","ENSG00000213619",602,953,704,404,414,305,104,4,521,1109,437,661,2,0,6,224,0,810,489,950,172,886,739,600,533,743,880,576,677,2174,5553
"19042","ENSG00000213625",923,869,535,98,76,217,82,0,390,1098,258,222,5,6,4,3,0,444,715,1590,47,382,827,1568,772,631,759,564,435,1327,15559
"19043","ENSG00000213626",1724,1892,1098,239,139,690,193,270,494,1896,1792,655,161,190,141,60,48,3125,1508,1128,0,1557,1854,1037,344,905,823,1090,1960,3940,28502
"19044","ENSG00000213638",4,15,2,0,78,31,12,8,29,24,50,84,3,4,12,0,0,37,42,70,0,0,39,19,3,19,19,23,40,6,8075
"19045","ENSG00000213639",3456,3074,897,292,128,461,194,37,936,2946,838,761,78,274,224,141,9,830,2066,2602,168,1005,2516,5168,1098,1416,1806,1723,938,1392,51192
"19050","ENSG00000213654",17075,17219,20067,22081,21662,9907,5175,2034,22538,37791,11936,44652,235,2212,2005,4724,3519,27311,13826,27413,2438,35551,19067,30056,31593,39881,41065,24086,29764,33278,4757
"19051","ENSG00000213658",183,178,270,374,245,216,17,61,96,259,153,262,24,1,28,94,12,376,146,89,214,4,113,57,13,169,162,99,170,95,5957
"19055","ENSG00000213672",461,433,804,107,297,320,102,49,236,329,510,471,6,67,26,20,2,868,252,455,172,618,347,250,223,452,618,390,278,366,12056
"19056","ENSG00000213676",4193,4140,5886,4535,3685,3362,1360,257,3495,6627,4538,5168,148,406,389,703,624,10288,2985,4242,344,5725,4640,3930,3128,6532,8229,4431,5808,7366,12972
"19057","ENSG00000213689",350,535,1550,355,1244,751,305,3,593,695,697,1003,58,1,35,320,487,1253,329,698,233,942,545,384,3634,633,724,373,366,2109,2125
"19058","ENSG00000213693",465,494,288,51,18,127,42,0,119,331,155,122,0,5,6,0,0,183,123,125,0,154,269,591,553,517,596,201,185,462,2571
"19059","ENSG00000213694",720,238,138,49,44,239,12,8,107,814,72,23,1,2,10,1,141,634,903,426,0,297,194,407,33,62,222,155,432,442,13745
"19061","ENSG00000213699",294,333,297,154,289,244,84,37,392,617,188,448,73,3,24,20,0,476,369,388,0,654,249,363,298,277,488,259,236,508,16957
"19066","ENSG00000213719",10894,9220,10236,10907,6698,3292,1895,328,8872,17453,2995,13093,16,330,423,1065,706,7851,5675,16455,605,13332,9250,17223,34338,9921,11709,8173,9354,21113,5983
"19067","ENSG00000213722",1620,1228,1648,2755,1172,831,390,61,936,1986,873,1848,4,0,240,245,0,2134,720,1845,134,1823,1076,1651,1683,1864,1897,1179,1314,2351,3222
"19069","ENSG00000213741",5991,6305,1516,2815,4684,3171,394,99,4706,4788,2050,8676,35,87,107,522,3261,4982,6547,11206,666,5445,8908,4155,3653,1616,1995,4449,8032,5950,9052
"19072","ENSG00000213759",0,6,0,1,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,7,1,0,0,14398
"19074","ENSG00000213762",256,303,213,20,1,81,23,7,118,307,199,88,1,0,0,29,0,139,302,250,55,294,262,300,137,164,181,152,52,264,7806
"19076","ENSG00000213780",5,0,3,0,0,0,0,2,0,1,4,16,0,0,0,0,0,19,7,11,0,0,7,1,1,3,3,5,1,1,5903
"19078","ENSG00000213782",203,155,7,0,0,4,0,0,12,33,62,7,0,0,0,0,0,42,129,59,0,176,159,86,51,95,96,90,16,43,16635
"19081","ENSG00000213799",145,203,28,0,0,11,3,0,26,170,44,41,3,0,0,0,0,29,270,132,0,164,178,141,84,48,122,60,18,58,21120
"19082","ENSG00000213801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15459
"19088","ENSG00000213853",5,5,2,11,4,9,0,2,1,2,1,3,1,3,3,5,9,1,1,3,2,4,1,1,1,1,0,12,6,2,52260
"19090","ENSG00000213859",156,215,299,81,83,167,75,12,221,542,338,269,3,23,44,9,0,589,167,493,0,632,308,293,69,310,352,188,483,266,3054
"19096","ENSG00000213889",109,110,251,270,302,93,41,1,114,211,141,110,1,0,24,11,0,311,125,88,43,147,103,37,89,114,141,146,107,66,4033
"19101","ENSG00000213903",1400,1420,839,694,628,634,364,63,972,1676,1020,1270,39,65,56,247,5,999,1079,1839,0,1436,1154,2134,910,1316,1769,1142,1092,1599,6537
"19103","ENSG00000213906",176,142,29,0,15,27,16,78,120,29,149,70,4,78,48,69,492,178,239,205,0,1,180,119,22,123,121,108,143,127,1902
"19108","ENSG00000213918",1594,1677,1478,1205,1762,1259,245,22,879,1852,1758,1507,11,35,60,122,649,2022,1001,849,276,565,1015,1107,395,1756,2071,1137,817,364,5156
"19109","ENSG00000213920",3,0,0,0,0,6,0,0,0,0,0,24,0,0,0,0,0,3,5,5,0,0,12,3,1,9,2,18,0,2,2133
"19111","ENSG00000213923",3497,2873,2193,1186,918,2527,367,393,1223,2158,2115,1650,359,84,195,1152,452,3210,1482,1363,174,744,1813,1280,441,1995,2661,1801,1974,3923,27392
"19114","ENSG00000213928",473,583,390,1684,816,155,73,5,301,445,371,559,21,88,223,531,1,256,545,354,98,237,347,729,990,833,810,471,307,423,5352
"19115","ENSG00000213930",2344,2019,1123,497,1559,1689,297,156,902,1176,1759,936,6,2,77,180,0,1981,1361,1183,160,1199,1846,955,693,1803,2451,1224,1284,1203,4009
"19125","ENSG00000213965",76,80,83,1,1,6,0,5,52,97,125,96,0,9,5,0,0,75,171,102,263,0,106,75,26,87,101,83,50,94,21835
"19126","ENSG00000213967",30,15,0,0,0,17,1,0,8,11,11,0,0,0,2,0,0,4,24,15,0,0,18,14,10,19,16,13,2,18,19085
"19128","ENSG00000213977",40,42,40,149,163,82,3,3,54,73,20,162,1,0,0,20,162,48,75,143,0,0,99,122,60,31,43,69,69,34,5786
"19130","ENSG00000213983",8242,8646,7359,1992,2517,7108,1575,562,4000,7022,7968,5697,506,248,222,889,843,9902,4920,5032,496,3714,7199,6447,3449,8345,10882,5477,5596,8483,8502
"19133","ENSG00000213999",9,5,46,0,1,3,4,0,13,13,25,28,0,1,0,0,0,3,9,22,0,0,10,9,2,11,12,20,6,1,24722
"19135","ENSG00000214013",703,616,334,77,56,202,29,39,210,484,519,103,3,73,25,0,0,583,454,604,0,277,675,585,309,392,609,310,204,381,79498
"19136","ENSG00000214021",1790,1772,1105,432,771,822,231,6,915,1511,778,1070,113,64,87,190,139,930,1205,1536,192,671,1444,1345,538,1808,2391,1299,1148,1437,26396
"19137","ENSG00000214022",1408,1243,1358,305,341,1216,275,95,1024,1863,1573,1641,29,84,186,1,115,2312,1522,2773,286,959,2579,1961,510,1771,1817,1481,1599,1406,5254
"19138","ENSG00000214026",512,471,247,282,674,775,89,25,319,488,272,725,32,7,50,411,586,597,632,1123,0,1201,604,375,385,264,355,432,550,1913,9337
"19141","ENSG00000214046",668,732,331,321,318,618,92,0,375,994,299,560,0,2,12,119,192,593,472,609,0,433,378,425,397,343,591,365,325,1080,14009
"19145","ENSG00000214063",204,161,247,80,169,314,41,126,318,184,194,351,37,70,36,85,7,766,302,718,18,503,291,153,48,116,423,134,126,250,24292
"19150","ENSG00000214078",4297,3522,4776,2536,729,2252,1281,73,2882,4520,3188,4168,171,164,126,220,347,4339,2400,4143,290,5181,3526,4301,7540,4540,4559,3195,3317,5379,38925
"19151","ENSG00000214087",398,369,413,164,152,596,82,1,300,357,566,613,8,34,3,1,2,642,338,385,0,466,618,341,260,539,623,365,241,729,2730
"19153","ENSG00000214102",12,5,1,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,2,1,0,1,2,2,1,1,22918
"19155","ENSG00000214113",416,328,239,214,200,340,74,37,176,426,196,247,1,2,2,4,4,376,193,448,0,209,226,178,251,215,286,244,245,644,152519
"19156","ENSG00000214114",219,197,98,82,76,26,53,0,140,427,83,93,5,1,3,1,162,118,196,646,0,253,226,360,231,138,154,176,110,152,10888
"19159","ENSG00000214140",72,34,54,22,1,82,0,1,7,44,35,27,3,130,14,0,0,6,42,27,0,39,5,20,11,21,102,18,34,25,17790
"19161","ENSG00000214160",364,510,581,468,609,454,112,1,307,678,459,691,1,114,25,4,0,1349,384,625,0,568,481,295,255,494,762,398,549,929,7196
"19164","ENSG00000214188",3,0,0,0,1,0,0,0,14,1,9,0,1,0,8,0,0,41,5,1,0,0,7,11,0,7,7,2,0,0,5914
"19165","ENSG00000214193",115,125,38,154,147,96,27,181,82,128,76,361,141,114,107,140,0,163,135,139,0,1,110,165,51,443,262,217,264,122,14954
"19169","ENSG00000214212",1519,1349,2949,3279,2257,912,556,46,2485,3900,1012,3726,59,187,46,746,159,3097,1295,4324,0,5925,2033,2880,3173,3361,4608,2111,2769,5180,21254
"19171","ENSG00000214226",167,176,37,0,1,86,14,1,54,164,127,75,1,57,15,1,389,219,128,54,0,65,74,81,66,66,148,56,117,59,41982
"19174","ENSG00000214253",1339,1184,2324,2891,2296,2345,351,232,1197,1853,1638,2239,16,128,73,1242,951,4328,1097,1229,283,2483,958,809,1318,1423,1923,1289,1331,3141,5478
"19176","ENSG00000214262",0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,1,0,2,0,1,0,0,0,1,0,0,1849
"19178","ENSG00000214274",39,14,19,12,40,0,0,0,28,42,4,40,1,40,0,0,0,26,19,126,0,0,31,33,27,3,19,17,21,55,10009
"19183","ENSG00000214309",49,22,13,18,32,7,3,2,29,33,49,37,8,0,3,7,0,82,28,45,0,0,38,22,2,32,49,22,29,50,1801
"19189","ENSG00000214338",96,101,3,1,1,75,3,5,20,45,91,14,28,41,18,0,4,78,79,91,4,6,123,23,30,45,92,50,24,11,80949
"19192","ENSG00000214357",11,7,56,2,23,54,0,194,24,26,9,21,276,95,56,5,20,28,10,48,8,36,31,37,5,16,32,73,13,11,50257
"19194","ENSG00000214360",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9282
"19195","ENSG00000214367",626,1083,273,303,138,306,38,2,190,652,263,91,0,22,12,1,0,284,559,227,168,112,965,746,880,447,514,517,101,409,13764
"19202","ENSG00000214413",430,307,196,379,69,23,44,0,149,343,109,156,0,1,0,0,0,13,232,576,0,90,308,423,483,235,247,227,92,149,20636
"19207","ENSG00000214435",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32445
"19209","ENSG00000214456",585,343,207,1210,157,30,103,52,465,586,85,925,22,35,144,130,67,105,149,512,0,198,224,673,413,784,820,335,332,249,12664
"19216","ENSG00000214517",543,493,476,40,168,354,65,0,230,634,286,248,21,68,26,1,0,553,296,350,0,256,429,365,207,375,428,289,248,413,83640
"19218","ENSG00000214530",487,295,540,637,793,364,156,5,785,936,240,1152,6,1,87,158,32,527,314,1149,0,1595,506,777,784,721,729,624,949,1480,38976
"19222","ENSG00000214548",15,66,10,1,12,2,5,1,28,1,1,19,1,3,8,0,3,40,19,56,1,53,18,55,9,52,21,48,8,3,34915
"19227","ENSG00000214595",338,296,88,34,25,176,5,112,20,348,196,65,57,80,73,4,9,150,73,121,0,8,228,145,55,90,128,96,68,119,247007
"19235","ENSG00000214652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33106
"19237","ENSG00000214655",5351,5832,4994,1716,1949,2291,1040,387,3672,5209,4605,4117,175,281,364,424,6,6103,3572,5432,1106,6929,5290,7344,3813,9838,10439,5121,5057,7251,16174
"19244","ENSG00000214688",531,430,580,55,220,172,65,3,368,807,110,441,73,89,64,2,39,365,274,498,230,454,263,473,138,735,898,298,533,450,26123
"19247","ENSG00000214706",525,557,597,47,118,422,93,13,251,689,619,159,4,28,26,83,8,827,406,381,122,823,500,258,211,569,709,289,642,754,4863
"19248","ENSG00000214711",56,24,0,0,0,30,0,0,15,14,39,7,0,0,0,0,0,18,17,9,0,0,28,26,11,21,33,20,10,5,44489
"19251","ENSG00000214736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2453
"19252","ENSG00000214753",745,1124,482,260,280,226,92,1,557,912,599,765,32,5,20,113,0,948,937,1125,0,786,1048,862,329,672,761,660,447,490,14760
"19255","ENSG00000214783",250,251,345,53,125,279,51,29,149,291,196,136,3,2,2,1,0,268,181,181,1,14,189,163,102,293,431,231,225,434,78254
"19260","ENSG00000214827",34,23,14,0,1,27,0,0,0,20,5,2,0,0,0,98,1,18,42,29,0,0,41,28,12,14,19,22,8,10,7238
"19263","ENSG00000214851",0,0,0,0,1,0,0,0,0,0,0,4,2,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,9481
"19278","ENSG00000214941",292,378,198,65,195,265,23,10,359,465,559,543,3,2,40,1,288,782,461,722,0,132,418,306,256,272,274,238,296,274,23131
"19282","ENSG00000214954",21,37,18,109,97,68,3,0,2,41,8,8,0,0,0,68,41,5,9,5,0,1,7,19,12,12,26,11,7,9,116617
"19290","ENSG00000215021",3406,3378,3103,1584,1289,3113,601,78,1946,4708,1905,2759,3,160,89,173,691,4086,2568,4181,230,2686,3708,2276,2468,2379,3345,2128,3594,9633,5401
"19297","ENSG00000215039",164,185,95,11,33,124,19,0,97,251,192,187,12,3,15,1,5,335,232,370,0,142,172,210,85,169,212,183,129,216,12516
